tokens,ner_tags
"['""', 'Ini', 'indikasi', 'atau', 'tanda', '-', 'tanda', 'kebangkrutan', 'Golkar', ',', '""', 'kata', 'Arie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'B-PERSON', 'O']"
"['Dalam', 'dakwaan', 'Sjahril', ',', 'uang', 'itu', 'belum', 'sempat', 'diserahkan', 'lantaran', 'Susno', 'tak', 'lagi', 'menjabat', 'Kabareskrim', 'Polri', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sementara', 'ini', ',', 'Demokrat', 'enggan', 'tergesa', '-', 'gesa', 'melansir', 'calon', 'presiden', 'dari', 'partainya', 'untuk', 'berlaga', 'dalam', 'pemilu', 'tahun', '2014', 'nanti', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Konflik', 'secara', 'keilmuan', 'dibenarkan', ',', 'tetapi', 'konflik', 'yang', 'dikelola', 'dengan', 'baik', 'akan', 'melahirkan', 'produk', 'unggulan', 'kebanggaan', 'bangsa', ',', '""', 'kata', 'Menteri', 'Sosial', 'Salim', 'Segaf', 'Al', 'Jufri', 'di', 'Jakarta', ',', 'Jumat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'O', 'B-TIME', 'O']"
"['Meskipun', ',', 'PKS', 'disebut', 'sudah', 'mengalah', 'untuk', 'memberikan', 'jatah', 'kursi', 'pimpinan', 'MPR', 'kepada', 'PPP', '.']","['O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Tentu', 'ini', 'akan', 'merugikan', 'Golkar', 'karena', 'Golkar', 'akan', 'pecah', 'dan', 'konflik', 'di', 'daerah', 'dipastikan', 'akan', 'terjadi', ',', '""', 'ujar', 'Arie', ',', 'saat', 'dihubungi', 'Kompas.com', ',', 'Selasa', '(', '2/12/2014', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Israel', 'telah', 'menyatakan', 'Hamas', 'bertanggung', 'jawab', 'atas', 'korban', 'tewas', 'pada', 'rakyat', 'sipil', 'karena', 'kelompok', 'itu', 'beroperasi', 'di', 'antara', 'mereka', '.']","['B-LOCATION', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fraksi', 'PDI', 'Perjuangan', 'mendesak', 'pemerintah', 'tetap', 'berpijak', 'pada', 'peraturan', 'perundang', '-', 'undangan', 'yang', 'berlaku', 'terkait', 'keistimewaan', 'Yogyakarta', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
"['Adapun', 'Juara', 'Umum', 'III', 'diraih', 'oleh', 'Provinsi', 'Jawa', 'Timur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['Tawaran', 'Georgia', '-', 'Pacific', 'sebesar', '$', '3.18', 'miliar', 'untuk', 'Great', 'Northern', 'Nekoosa', 'membantu', 'menaikkan', 'indeks', 'Dow', 'Jones', 'Industrial', 'Average', 'sebesar', '41.60', 'poin', ',', 'menjadi', '2645.08', ',', 'dalam', 'perdagangan', 'aktif', '.']","['O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Soegeng', 'menggandeng', 'Garuda', 'Indonesia', 'dan', 'agen', 'perjalanan', 'untuk', 'bekerja', 'sama', 'mencapai', 'target', 'kunjungan', 'itu', '.']","['B-PERSON', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Saya', 'tidak', 'mau', 'menimbulkan', 'banyak', 'masalah', '.', 'Kita', 'selesaikan', 'sepanjang', 'sudah', 'ketentuannya', 'begitu', ',', '""', 'kata', 'Yasonna', 'usai', 'menghadiri', 'perayaan', 'HUT', '50', 'Golkar', 'di', 'Kemayoran', 'Jakarta', 'Pusat', ',', 'Selasa', '(', '28/10', ')', 'malam', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Menurut', 'Hajrul', ',', 'partainya', 'tak', 'mempermasalahkan', 'latar', 'belakang', 'Angel', 'yang', 'awam', 'politik', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']"
"['Jenderal', 'pembelot', 'Khalifa', 'Haftar', 'telah', 'menyatakan', 'perang', 'terhadap', 'pasukan', 'yang', 'condong', 'terhadap', 'kelompok', 'Islam', ',', 'bagian', 'dari', 'meningkatnya', 'anarki', 'di', 'negara', 'penghasil', 'minyak', 'tersebut', '.']","['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Seharusnya', ',', 'kata', 'dia', ',', 'sebelum', 'mengusulkan', 'nama', 'Badrodin', 'Haiti', 'sebagai', 'calon', 'kapolri', 'yang', 'baru', ',', 'Presiden', 'Jokowi', 'harus', 'lebih', 'dahulu', 'menentukan', 'status', 'hukum', 'Budi', 'Gunawan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['Harga', 'buah', 'manggis', 'yang', 'semula', 'berkisar', 'Rp', '10', '-', '11', 'ribu', 'berkurang', 'menjadi', 'Rp', '8', 'ribu', '.', 'Pasaran', 'duku', 'turun', 'dari', 'Rp', '12', 'ribu', 'menjadi', 'Rp', '10', 'ribu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O']"
"['Untuk', 'menunjukkan', 'dukungannya', ',', 'Ruhut', 'akan', 'berkampanye', 'bagi', 'Jokowi', 'di', 'beberapa', 'daerah', ',', 'seperti', 'Sulawesi', 'Utara', ',', 'Sulawesi', 'Selatan', ',', 'Medan', ',', 'dan', 'Pekanbaru', '.']","['O', 'O', 'O', 'O', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O']"
"['Lewat', 'pekerjaannya', ',', 'Perlman', 'juga', 'menemukan', 'spesies', 'baru', ',', 'seperti', 'pohon', 'Hibiscadelphus', 'yang', 'ditemukannya', 'tumbuh', 'di', 'lembah', 'curam', 'terpencil', 'di', 'pulau', 'Maui', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['Perusahaan', 'induk', '(', 'holding', 'company', ')', 'Los', 'Angeles', 'yang', 'sedang', 'berhemat', 'ini', 'mengatakan', 'terdapat', 'kerugian', 'senilai', '$', '92.2', 'juta', ',', 'atau', '$', '6.98', 'per', 'lembar', 'saham', ',', 'untuk', 'kuartal', 'yang', 'diakhiri', 'pada', '30', 'September', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'O']"
"['Dalam', 'putusannya', ',', 'Badan', 'Kehormatan', 'menyatakan', 'ada', 'empat', 'anggota', 'yang', 'terbukti', 'melanggar', 'etika', '.']","['O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Soal', 'pilpres', 'besok', ',', 'saya', 'tidak', 'akan', 'datang', 'ke', 'TPS', 'untuk', 'menggunakan', 'hak', 'pilih', 'saya', 'karena', 'masih', 'banyak', 'kecurangan', 'yang', 'dilakukan', 'KPU', 'terutama', 'masalah', 'daftar', 'pemilih', 'tetap', '(', 'DPT', ')', ',', '""', 'kata', 'Gus', 'Dur', 'yang', 'didepak', 'dari', 'PKB', 'pimpinan', 'Muhaimin', 'Iskandar', 'setelah', 'kalah', 'tuntutan', 'di', 'pengadilan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
"['Namun', ',', 'Sutan', 'berharap', 'PKS', 'tetap', 'bersama', 'koalisi', '.']","['O', 'O', 'B-PERSON', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O']"
"['Ia', 'mengatakan', 'Kapasitas', 'produksi', 'PT', 'Gunung', 'Tua', 'Mandiri', 'mencapai', '1,5', 'juta', 'ton', 'andesit', 'per', 'tahun', 'dengan', 'cadangan', 'persediaan', '30', 'juta', 'ton', 'andesit', '.']","['O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O']"
"['""', 'Saya', 'belum', 'bisa', 'komentar', 'soal', 'capres', '.', 'Kalau', 'saya', 'bilang', 'tidak', 'ternyata', 'Mukernas', 'memilih', 'saya', ',', 'kalau', 'saya', 'bilang', 'iya', 'ternyata', 'Mukernas', 'tidak', 'memilih', 'saya', 'gimana', ',', '""', 'tuturnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Semtamu', ',', 'yang', 'melarikan', 'diri', 'dari', 'Uganda', 'tahun', '1970-an', ',', 'sekarang', 'pendeta', 'kedua', 'tertinggi', 'di', 'Gereja', 'Inggris', ',', 'setelah', 'Uskup', 'Agung', 'Canterbury', 'Rowan', 'Williams', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-PERSON', 'I-PERSON', 'O']"
"['Partai', 'Demokrasi', 'Indonesia', 'Perjuangan', '(', 'PDIP', ')', 'mengapresiasi', 'prakarsa', 'Presiden', 'Joko', 'Widodo', 'bertemu', 'Ketua', 'Umum', 'Gerindra', 'Prabowo', 'Subianto', 'di', 'Istana', 'Bogor', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['3', '.', 'Tersesat', 'pada', 'malam', 'hari', 'Ini', 'adalah', 'pemilahan', 'yag', 'paling', 'sulit', ',', 'karena', 'bertujuan', 'mengidentifikasi', 'kota', 'di', 'foto', 'dengan', 'radius', '310', 'mil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O']"
"['""', 'Sekretaris', 'biasanya', 'akan', 'kerepotan', 'menyediakan', 'camilan', 'untuk', 'penganan', 'rapat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Orang', 'Indonesia', 'makannya', 'relatif', 'sedikit', '-', 'sedikit', ',', 'tapi', 'sering', 'ngemil', 'makanan', 'kecil', 'tinggi', 'kalori', 'seperti', 'cireng', ',', 'peyek', ',', 'atau', 'batagor', ',', '""', 'ungkap', 'Grace', 'pada', 'Rabu', '(', '20/8', ')', 'di', 'Jakarta', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O', 'B-LOCATION', 'O']"
"['""', 'Beragam', 'jurusan', 'yang', 'ditempuh', 'para', 'mahasiswa', 'menjadi', 'sumber', 'mengatasi', 'dan', 'menyelesaikan', 'permasalahan', 'kesejahteraan', 'sosial', ',', '""', 'terang', 'Mensos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Berikut', 'ini', 'adalah', 'tiga', 'spesifikasi', 'gambar', 'yang', 'butuh', 'bantuan', 'publik', 'untuk', 'memilahnya', ':']","['O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Made', 'optimistis', 'penyelenggaraan', 'KLB', 'di', 'Bali', 'bisa', 'berlangsung', 'dengan', 'lancar', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']"
"['Foto', '-', 'foto', 'IPPHOS', 'tak', 'hanya', 'dokumentasi', 'pejabat', '-', 'pejabat', 'negara', ',', 'melainkan', 'juga', 'rekaman', 'otentik', 'kehidupan', 'masyarakat', 'di', 'masa', 'itu', '.']","['O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Begitu', 'pula', 'jika', 'KPK', 'mau', 'menindaklanjuti', 'dugaan', 'kasus', 'hukum', 'yang', 'melibatkannya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Walau', 'tetap', 'otoritas', 'kesehatan', 'bandara', 'harus', 'mengantisipasi', 'masuknya', 'penumpang', 'yang', 'baru', 'datang', 'dari', 'daerah', 'yang', 'sedang', 'terjadinya', 'wabah', 'seperti', 'Liberia', ',', 'Guinea', 'dan', 'Sierra', 'Leone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['Mereka', 'mendapati', '43', 'makam', 'yang', 'berasal', 'dari', 'tahun', '650', '-', '279', 'sebelum', 'Masehi', ',', 'ujar', 'Menteri', 'Kebudayaan', 'Yunani', '.']","['O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Menteri', 'kesehatan', 'Palestina', 'mengatakan', 'korban', 'tewas', 'sudah', 'mencapai', '2.108', 'orang', ',', 'sebagian', 'besar', 'di', 'antaranya', 'rakyat', 'sipil', 'dan', 'lebih', 'dari', '400', 'orang', 'adalah', 'anak', '-', 'anak', ',', 'di', 'Jalur', 'Gaza', 'sejak', '8', 'Juli', ',', 'ketika', 'Israel', 'meluncurkan', 'serangan', 'bermaksud', 'untuk', 'mengakhiri', 'serangan', 'roket', 'Hamas', 'ke', 'wilayahnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O']"
"['Pemerintah', 'setempat', 'sudah', 'melakukan', 'upaya', 'untuk', 'menemukan', 'kasus', 'baru', 'dan', 'mengisolasinya', 'agar', 'tidak', 'menyebar', 'luas', 'ke', 'masyarakat', 'lain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Konsekuensi', 'dari', 'hal', 'tersebut', ',', 'kata', 'Mahfud', ',', 'adalah', 'mulai', 'bermunculan', 'aksi', 'dukung', '-', 'mendukung', 'kandidat', 'capres', 'oleh', 'pengurus', 'PKB', 'di', 'daerah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O']"
"['""', 'Ini', 'realitas', 'politik', ',', 'tentu', 'kami', 'tidak', 'berharap', 'ada', 'masalah', 'hukum', '.', 'Prinsipnya', 'Partai', 'Demokrat', 'mendukung', 'proses', 'yang', 'transaparan', ',', '""', 'kata', 'Anas', 'dalam', 'konferensi', 'pers', 'di', 'acara', 'Sarasehan', 'Satu', 'Dasawarsa', 'Partai', 'Demokrat', ',', 'PRJ', 'Kemayoran', ',', 'Jakarta', ',', 'Kamis', '15', 'Desember', '2011', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Sebelumnya', ',', 'terpidana', 'mati', 'asal', 'Filipina', ',', 'Mary', 'Jane', 'Fiesta', 'Veloso', ',', 'juga', 'telah', 'mengajukan', 'langkah', 'serupa', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Karena', 'kalau', 'hitungan', 'normal', ',', '46', 'juta', 'kalau', 'nggak', 'ngapa', '-', 'ngapain', 'itu', 'nggakk', 'cukup', 'sampai', 'Desember', ',', '""', 'paparnya', '.']","['O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O', 'O', 'O', 'O']"
"['""', 'Kita', 'sudah', 'memiliki', 'ketua', 'wilayah', 'di', 'masing', '-', 'masing', 'provinsi', '.', 'Kalau', 'Pak', 'Hary', 'akan', 'roadshow', 'kepartaian', 'dia', 'akan', 'ikut', 'jadwal', 'roadshow', 'wilayah', ',', 'seperti', 'dalam', 'ajang', 'rapat', 'koordinasi', 'daerah', ',', '""', 'papar', 'Yuddy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
"['pengambil', 'alihan', '.']","['O', 'O', 'O']"
"['Pertama', 'saat', 'Tedjo', 'meragukan', 'kebenaran', 'dugaan', 'kasus', 'korupsi', 'yang', 'disidik', 'KPK', ',', 'termasuk', 'soal', 'rekening', 'gendut', 'Komisaris', 'Jenderal', 'Budi', 'Gunawan', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['Pihak', 'berwenang', 'juga', 'memperketat', 'keamanan', 'di', 'sekitar', 'transportasi', 'publik', 'dalam', 'usaha', 'menumpas', 'aksi', 'kekerasan', ',', 'meminta', 'para', 'penumpang', 'bus', 'menunjukkan', 'kartu', 'identitas', 'bagi', 'perjalanan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Padahal', ',', 'Achsanul', 'menuturkan', ',', 'jabatan', 'SBY', 'saat', 'ini', 'adalah', 'presiden', 'yang', 'bernilai', 'jauh', 'lebih', 'tinggi', 'dibandingkan', 'dengan', 'ketua', 'umum', 'partai', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kritik', 'itu', ',', 'kata', 'dia', ',', 'merupakan', 'upaya', 'untuk', 'membendung', 'kemenangan', 'Golkar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Gesekan', 'Kecil', 'Situasi', 'di', 'depan', 'patung', 'kuda', 'yang', 'sempat', 'tegang', 'dan', 'memaksa', 'aparat', 'kepolisian', 'menembakkan', 'gas', 'air', 'mata', 'dan', 'meriam', 'air', 'disebut', 'sebagai', 'gesekan', 'kecil', 'karena', 'secara', 'garis', 'besar', ',', 'kondisi', 'di', 'Indonesia', 'masih', 'tergolong', 'kondusif', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O']"
"['Ketua', 'Pengurus', 'Besar', 'Nahdlatul', 'Ulama', '(', 'PBNU', ')', 'Slamet', 'Effendy', 'Yusuf', 'mengatakan', ',', 'situasi', 'kompetitif', 'yang', 'seringkali', 'eksesif', 'selama', 'Pemilu', '2014', ',', 'baik', 'pemilu', 'legislatif', 'maupun', 'pemilu', 'presiden', ',', 'harus', 'diakhiri', 'seiring', 'dengan', 'putusan', 'Mahkamah', 'Konstitusi', '(', 'MK', ')', '.']","['O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['PM', 'Inggris', 'itu', ',', 'yang', 'berada', 'di', 'ibukota', 'Jerman', 'tersebut', 'untuk', 'perayaan', 'yang', 'memperingati', 'tahun', 'ke-50', 'Uni', 'Eropa', '(', 'EU', ')', ',', 'mengatakan', ',', 'Inggris', 'ingin', 'mengatasi', 'permasalahan', 'itu', 'melalui', 'cara', '-', 'cara', 'diplomatik', '.']","['O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Diperkirakan', 'satu', 'letusan', 'lahar', 'mulai', 'berlangsung', 'di', 'bawah', 'gletser', 'Dyinghuhokull', ',', '""', 'kata', 'Kantor', 'Meteorologi', 'Islandia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
"['Tetapi', 'warisan', 'alam', 'itu', 'punah', 'akibat', 'tanaman', 'invasif', 'dan', 'hewan', ',', 'akibat', 'habitat', 'pertanian', 'dan', 'pembangunan', ',', 'dan', 'bencana', 'alam', 'yang', 'tidak', 'bisa', 'diprediksi', 'seperti', 'badai', 'dan', 'kekeringan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Anggaran', 'subsidi', 'BBM', '?']","['O', 'O', 'O', 'O']"
